Timestamp,Float1,Float2,Float3,Float4
2025-11-22 15:12:42.047,99964.75,98944.1015625,99650.390625,98866.2265625
2025-11-22 15:12:42.198,99945.1015625,98944.8046875,99646.4453125,98870.1015625
2025-11-22 15:12:42.347,99940.7421875,98943.140625,99637.8046875,98867.8125
2025-11-22 15:12:42.496,99942.4453125,98953.109375,99638.1875,98869.3046875
2025-11-22 15:12:42.648,99943.9375,98958.46875,99625.2734375,98867.765625
2025-11-22 15:12:42.828,99919.140625,98945.125,99664.8203125,98879.7265625
2025-11-22 15:12:42.978,99926.6953125,98926.6328125,99647.4375,98856.8359375
2025-11-22 15:12:43.128,99930.1640625,98959.9140625,99630.5703125,98871.4296875
2025-11-22 15:12:43.277,99918.2890625,98946.96875,99622.1328125,98867.1484375
2025-11-22 15:12:43.488,99935.40625,98947.75,99635.359375,98872.265625
2025-11-22 15:12:43.638,99949.8515625,98923.1484375,99656.1796875,98873.125
2025-11-22 15:12:43.816,99949.3203125,98909.3828125,99664.3046875,98875.59375
2025-11-22 15:12:43.966,99969.546875,98932.7734375,99655.328125,98879.125
2025-11-22 15:12:44.117,99975.1875,98942.71875,99647.4375,98881.84375
2025-11-22 15:12:44.298,99968.828125,98941.765625,99646.828125,98881.75
2025-11-22 15:12:44.448,99963.8203125,98944.2578125,99640.2734375,98882.546875
2025-11-22 15:12:44.597,99950.828125,98943.71875,99640.078125,98884.2734375
2025-11-22 15:12:44.748,99954.9453125,98946.703125,99637.734375,98885.984375
2025-11-22 15:12:44.958,99952.5546875,98947.3203125,99636.140625,98888.5078125
2025-11-22 15:12:45.107,99954.15625,98949.640625,99627.546875,98887.0625
2025-11-22 15:12:45.257,99925.6015625,98947.953125,99620.4765625,98887.734375
2025-11-22 15:12:45.420,99937.0546875,98954.609375,99608.40625,98883.859375
2025-11-22 15:12:45.558,99947.6484375,98959.828125,99604.640625,98883.7421875
2025-11-22 15:12:45.708,99960.8671875,98965.3359375,99598.5703125,98880.578125
2025-11-22 15:12:45.858,99961.2734375,98977.8984375,99597.75,98882.2890625
2025-11-22 15:12:46.008,99954.0703125,98978.546875,99585.359375,98877.890625
2025-11-22 15:12:46.158,99954.0703125,98978.546875,99585.359375,98877.890625
2025-11-22 15:12:46.309,99961.109375,98985.765625,99581.5703125,98878.0703125
2025-11-22 15:12:46.474,99952.625,98986.5859375,99585.4140625,98881.8984375
2025-11-22 15:12:46.608,99944.7890625,98963.0859375,99602.734375,98880.4453125
2025-11-22 15:12:46.757,99940.34375,98946.578125,99619.7890625,98882.5859375
2025-11-22 15:12:46.907,99931.5390625,98927.875,99637.609375,98890.046875
2025-11-22 15:12:47.057,99929.1015625,98905.6484375,99644.3671875,98887.984375
2025-11-22 15:12:47.268,99930.578125,98888.109375,99649.578125,98883.3984375
2025-11-22 15:12:47.418,99965.4921875,98881.515625,99659.046875,98875.5390625
2025-11-22 15:12:47.572,99975.6796875,98868.0703125,99667.65625,98871.8984375
2025-11-22 15:12:47.748,99988.3828125,98861.796875,99670.6484375,98863.3671875
2025-11-22 15:12:47.898,99984.125,98855.5,99677.46875,98863.546875
2025-11-22 15:12:48.048,99998.7734375,98853.5703125,99679.5546875,98859.3828125
2025-11-22 15:12:48.198,100000.5859375,98848.421875,99683.75,98857.5078125
2025-11-22 15:12:48.348,100003.9765625,98848.421875,99676.640625,98854.171875
2025-11-22 15:12:48.499,99993.625,98854.984375,99665.21875,98857.6640625
2025-11-22 15:12:48.654,100008.2734375,98869.671875,99660.34375,98860.3125
2025-11-22 15:12:48.797,100026.203125,98882.921875,99648.609375,98860.21875
2025-11-22 15:12:48.978,100008.5390625,98880.3671875,99652.5234375,98862.9296875
2025-11-22 15:12:49.175,99971.984375,98868.6640625,99648.265625,98866.5859375
2025-11-22 15:12:49.367,99997.59375,98887.5703125,99711.3125,98885.5546875
2025-11-22 15:12:49.517,100066.8828125,98972.1640625,99732.140625,98906.3984375
2025-11-22 15:12:49.696,99925.28125,98918.171875,99673.0234375,98883.203125
2025-11-22 15:12:49.848,99888.1171875,98915.53125,99710.0,98872.1953125
2025-11-22 15:12:49.998,99949.328125,98983.3359375,99749.984375,98887.3984375
2025-11-22 15:12:50.149,99856.921875,98965.5625,99629.4921875,98893.625
2025-11-22 15:12:50.298,99911.1953125,98933.6796875,99615.84375,98882.515625
2025-11-22 15:12:50.447,99908.9375,98905.484375,99629.9609375,98889.640625
2025-11-22 15:12:50.597,99901.71875,98884.8125,99632.03125,98878.96875
2025-11-22 15:12:50.747,99977.328125,98938.890625,99636.296875,98892.375
2025-11-22 15:12:50.927,99948.6953125,98926.6328125,99616.2734375,98892.390625
2025-11-22 15:12:51.077,99944.84375,98933.2265625,99617.125,98887.8203125
2025-11-22 15:12:51.229,99929.8359375,98935.53125,99611.2265625,98894.3828125
2025-11-22 15:12:51.399,99934.625,98934.6796875,99614.7265625,98893.328125
2025-11-22 15:12:51.558,99941.3984375,98938.40625,99616.8203125,98896.3984375
2025-11-22 15:12:51.708,99940.1875,98940.171875,99609.125,98892.265625
2025-11-22 15:12:51.858,99926.3046875,98945.359375,99609.25,98898.890625
2025-11-22 15:12:52.008,99931.078125,98941.640625,99607.6796875,98894.5703125
2025-11-22 15:12:52.188,99945.0078125,98951.453125,99606.8984375,98900.3515625
2025-11-22 15:12:52.339,99956.59375,98955.53125,99602.3828125,98898.8984375
2025-11-22 15:12:52.488,99971.71875,98961.734375,99603.4140625,98900.09375
2025-11-22 15:12:52.728,100026.890625,98972.9921875,99595.1171875,98902.5546875
2025-11-22 15:12:52.879,99998.390625,98950.5859375,99602.578125,98897.140625
2025-11-22 15:12:53.028,99984.078125,98947.328125,99596.546875,98892.953125
2025-11-22 15:12:53.267,99984.7890625,98960.109375,99599.078125,98898.2578125
2025-11-22 15:12:53.417,99988.9765625,98967.3046875,99598.2265625,98900.7890625
2025-11-22 15:12:53.568,99991.6875,98966.25,99595.0546875,98901.828125
2025-11-22 15:12:53.718,99961.625,98959.4375,99578.078125,98903.015625
2025-11-22 15:12:53.898,99946.2109375,98953.734375,99570.6484375,98898.5390625
2025-11-22 15:12:54.080,99942.0703125,98956.8671875,99567.6015625,98899.6015625
2025-11-22 15:12:54.228,99933.9296875,98957.484375,99563.640625,98897.2578125
2025-11-22 15:12:54.377,99968.046875,98996.8203125,99542.453125,98900.03125
2025-11-22 15:12:54.527,99990.6171875,99009.6953125,99541.9921875,98895.4921875
2025-11-22 15:12:54.678,99998.578125,99012.3359375,99543.3046875,98899.5546875
2025-11-22 15:12:54.828,99993.5546875,99005.015625,99545.9609375,98896.8828125
2025-11-22 15:12:55.008,99993.0625,99005.0390625,99547.640625,98899.7890625
2025-11-22 15:12:55.157,99975.3125,99004.5234375,99537.484375,98897.625
2025-11-22 15:12:55.339,99971.6171875,99007.8515625,99535.046875,98896.328125
2025-11-22 15:12:55.488,99977.0859375,99017.4140625,99531.4296875,98897.34375
2025-11-22 15:12:55.639,99961.6796875,99024.3671875,99525.2265625,98894.7421875
2025-11-22 15:12:55.818,99909.4140625,99013.734375,99514.8984375,98894.359375
2025-11-22 15:12:55.968,99923.734375,99020.484375,99513.484375,98893.4375
2025-11-22 15:12:56.149,99929.8203125,99022.6640625,99516.34375,98895.96875
2025-11-22 15:12:56.298,99935.40625,99023.71875,99516.9609375,98897.0078125
2025-11-22 15:12:56.449,99928.421875,99024.0078125,99522.6875,98900.9921875
2025-11-22 15:12:56.599,99913.875,98991.8828125,99552.3828125,98900.71875
2025-11-22 15:12:56.751,99918.9765625,98963.0625,99569.15625,98901.9453125
2025-11-22 15:12:56.927,99925.6484375,98939.484375,99586.15625,98900.09375
2025-11-22 15:12:57.109,99951.5546875,98931.4296875,99596.765625,98895.8125
2025-11-22 15:12:57.271,99971.4765625,98912.21875,99602.6796875,98888.3671875
2025-11-22 15:12:57.439,99990.21875,98893.875,99622.1015625,98886.515625
2025-11-22 15:12:57.646,99997.75,98881.4765625,99629.0703125,98879.1328125
2025-11-22 15:12:57.769,100002.7578125,98875.015625,99637.1640625,98879.5546875
2025-11-22 15:12:57.919,100009.2890625,98873.1328125,99630.9296875,98872.5234375
2025-11-22 15:12:58.069,100008.78125,98867.890625,99636.6796875,98874.0703125
2025-11-22 15:12:58.217,100021.7109375,98870.53125,99628.3359375,98871.390625
2025-11-22 15:12:58.397,100033.6015625,98900.484375,99621.75,98881.2421875
2025-11-22 15:12:58.547,100027.3984375,98902.9765625,99609.703125,98881.078125
2025-11-22 15:12:58.729,100015.71875,98904.6484375,99597.6015625,98881.9375
2025-11-22 15:12:58.893,100025.390625,98914.6640625,99587.4140625,98883.5078125
2025-11-22 15:12:59.059,100016.9765625,98929.0,99572.859375,98886.8046875
2025-11-22 15:12:59.209,100021.4609375,98945.40625,99561.53125,98886.0
2025-11-22 15:12:59.358,100031.3828125,98958.9453125,99552.0703125,98885.5859375
2025-11-22 15:12:59.508,100030.1796875,98969.734375,99545.5390625,98883.5390625
2025-11-22 15:12:59.659,100033.546875,98978.2109375,99540.7890625,98883.46875
2025-11-22 15:12:59.809,100024.703125,98992.515625,99540.6875,98892.3671875
2025-11-22 15:12:59.966,100019.6796875,98998.65625,99531.9140625,98888.6171875
2025-11-22 15:13:00.109,100021.03125,99011.140625,99529.265625,98890.1796875
2025-11-22 15:13:00.259,100019.9609375,99015.953125,99525.53125,98890.5390625
2025-11-22 15:13:00.409,100019.8203125,99016.5703125,99527.7734375,98890.8515625
2025-11-22 15:13:00.589,100010.71875,99019.8125,99530.046875,98894.015625
2025-11-22 15:13:00.739,100006.8125,99027.5078125,99529.859375,98897.8125
2025-11-22 15:13:00.889,100002.5,99037.2265625,99528.5,98902.953125
2025-11-22 15:13:01.050,99993.484375,99039.2578125,99527.4375,98906.0390625
2025-11-22 15:13:01.187,99985.3203125,99037.3515625,99523.734375,98905.703125
2025-11-22 15:13:01.339,99973.7578125,99041.265625,99525.875,98909.15625
2025-11-22 15:13:01.489,99969.03125,99041.265625,99519.9375,98906.328125
2025-11-22 15:13:01.639,99970.7421875,99046.6484375,99518.5078125,98907.375
2025-11-22 15:13:01.819,99973.109375,99044.2890625,99519.875,98908.734375
2025-11-22 15:13:01.969,99976.171875,99044.9765625,99521.9921875,98910.3828125
2025-11-22 15:13:02.119,99970.453125,99043.2890625,99525.2109375,98910.953125
