Timestamp,Float1,Float2,Float3,Float4
2025-11-22 15:11:03.854,98213.5,98163.484375,98161.734375,98164.9453125
2025-11-22 15:11:04.035,98214.203125,98163.1328125,98162.046875,98163.9375
2025-11-22 15:11:04.184,98213.84375,98163.0,98161.46875,98164.34375
2025-11-22 15:11:04.364,98213.8125,98162.953125,98161.609375,98164.921875
2025-11-22 15:11:04.514,98213.734375,98163.1015625,98161.0390625,98164.25
2025-11-22 15:11:04.663,98213.546875,98163.3984375,98161.375,98164.890625
2025-11-22 15:11:04.824,98213.9453125,98163.6953125,98160.703125,98164.25
2025-11-22 15:11:04.963,98213.484375,98163.9375,98161.40625,98165.2734375
2025-11-22 15:11:05.144,98214.15625,98163.3515625,98162.1640625,98164.8125
2025-11-22 15:11:05.293,98214.8203125,98163.7734375,98161.328125,98164.1953125
2025-11-22 15:11:05.473,98214.4296875,98163.3828125,98161.7734375,98165.15625
2025-11-22 15:11:05.593,98213.0,98162.71875,98161.1796875,98164.4609375
2025-11-22 15:11:05.744,98214.7109375,98163.5546875,98160.9921875,98164.703125
2025-11-22 15:11:05.925,98213.9921875,98163.2421875,98162.03125,98164.8359375
2025-11-22 15:11:06.074,98213.0625,98163.828125,98162.6328125,98164.1875
2025-11-22 15:11:06.225,98214.875,98164.28125,98161.1953125,98164.3359375
2025-11-22 15:11:06.375,98213.75,98163.0703125,98161.7421875,98164.75
2025-11-22 15:11:06.524,98213.75,98163.1015625,98161.40625,98164.4140625
2025-11-22 15:11:06.675,98213.4921875,98162.984375,98161.203125,98164.3203125
2025-11-22 15:11:06.825,98213.3203125,98163.6796875,98161.703125,98164.890625
2025-11-22 15:11:06.991,98213.96875,98162.8125,98161.03125,98164.53125
2025-11-22 15:11:07.185,98214.0703125,98164.3203125,98162.3515625,98164.625
2025-11-22 15:11:07.363,98213.6171875,98164.0703125,98162.3203125,98165.6484375
2025-11-22 15:11:07.531,98213.796875,98164.2421875,98161.8828125,98165.2265625
2025-11-22 15:11:07.695,98214.0546875,98163.75,98161.3046875,98164.6171875
2025-11-22 15:11:07.845,98213.75,98163.1484375,98161.5625,98164.9453125
2025-11-22 15:11:07.995,98213.828125,98163.75,98161.5625,98164.015625
2025-11-22 15:11:08.144,98213.3359375,98164.1015625,98162.1875,98163.9375
2025-11-22 15:11:08.295,98213.6875,98164.25,98161.1796875,98164.7734375
2025-11-22 15:11:08.443,98213.5546875,98163.046875,98161.9375,98164.4140625
2025-11-22 15:11:08.624,98214.3046875,98164.5078125,98162.0625,98164.921875
2025-11-22 15:11:08.835,98213.75,98164.6015625,98161.9375,98163.4609375
2025-11-22 15:11:08.985,98213.671875,98164.1171875,98161.03125,98164.328125
2025-11-22 15:11:09.144,98213.984375,98163.1640625,98161.2578125,98164.1796875
2025-11-22 15:11:09.283,98214.3984375,98162.7265625,98161.96875,98165.828125
2025-11-22 15:11:09.465,98213.4921875,98163.6640625,98161.34375,98165.390625
2025-11-22 15:11:09.615,98213.4921875,98163.6640625,98161.34375,98165.390625
2025-11-22 15:11:09.795,98213.671875,98162.9609375,98162.546875,98164.9140625
2025-11-22 15:11:10.065,98213.9375,98162.890625,98161.1875,98164.703125
2025-11-22 15:11:10.219,98214.5859375,98163.2890625,98162.015625,98165.1875
2025-11-22 15:11:10.365,98213.546875,98164.03125,98161.5390625,98165.0546875
2025-11-22 15:11:10.515,98213.5625,98163.34375,98161.09375,98165.796875
2025-11-22 15:11:10.665,98213.7734375,98164.3046875,98162.078125,98164.5546875
2025-11-22 15:11:10.815,98213.78125,98163.0234375,98161.515625,98164.578125
2025-11-22 15:11:11.023,98213.5234375,98163.90625,98161.4375,98163.421875
2025-11-22 15:11:11.233,98213.734375,98163.0625,98161.234375,98165.1875
2025-11-22 15:11:11.413,98213.8203125,98163.2109375,98161.4375,98164.765625
2025-11-22 15:11:11.595,98213.5703125,98163.4609375,98161.6484375,98164.078125
2025-11-22 15:11:11.775,98213.4140625,98164.125,98161.4375,98164.765625
2025-11-22 15:11:11.924,98213.28125,98163.8515625,98161.8359375,98164.9609375
2025-11-22 15:11:12.105,98213.84375,98163.8984375,98161.078125,98164.5546875
2025-11-22 15:11:12.253,98213.828125,98163.78125,98161.28125,98164.984375
2025-11-22 15:11:12.463,98213.4921875,98163.1875,98161.421875,98164.5078125
2025-11-22 15:11:12.643,98214.734375,98163.984375,98162.4375,98164.75
2025-11-22 15:11:12.794,98214.6484375,98164.3125,98162.4921875,98164.0078125
2025-11-22 15:11:12.974,98213.734375,98163.421875,98162.0,98164.7109375
2025-11-22 15:11:13.123,98213.9453125,98163.625,98161.921875,98164.8359375
2025-11-22 15:11:13.275,98213.6953125,98164.5078125,98161.6328125,98165.5234375
2025-11-22 15:11:13.439,98213.1875,98163.6015625,98161.6875,98164.296875
2025-11-22 15:11:13.603,98213.6484375,98163.90625,98162.1015625,98165.7734375
2025-11-22 15:11:13.755,98213.6875,98164.0234375,98162.3359375,98165.0390625
2025-11-22 15:11:13.905,98214.2578125,98163.5078125,98162.015625,98164.9296875
2025-11-22 15:11:14.055,98213.921875,98163.4296875,98160.6328125,98164.46875
2025-11-22 15:11:14.205,98213.484375,98163.1015625,98161.0078125,98164.421875
2025-11-22 15:11:14.355,98214.4609375,98162.8828125,98162.3984375,98164.2421875
2025-11-22 15:11:14.538,98213.859375,98163.2265625,98161.59375,98163.6875
2025-11-22 15:11:14.685,98212.90625,98163.5,98161.0,98164.2890625
2025-11-22 15:11:14.835,98213.40625,98164.015625,98162.3046875,98163.953125
2025-11-22 15:11:15.015,98213.640625,98163.0703125,98161.140625,98164.28125
2025-11-22 15:11:15.163,98214.546875,98163.3203125,98161.2421875,98164.5703125
2025-11-22 15:11:15.315,98213.9609375,98163.390625,98160.9375,98164.984375
2025-11-22 15:11:15.465,98212.9921875,98163.9140625,98161.5078125,98164.0078125
2025-11-22 15:11:15.616,98213.6953125,98162.828125,98162.265625,98164.7734375
2025-11-22 15:11:15.765,98214.703125,98164.328125,98161.2734375,98164.53125
2025-11-22 15:11:15.915,98213.4296875,98163.6875,98161.375,98164.5234375
2025-11-22 15:11:16.065,98214.59375,98162.8984375,98162.0,98164.0625
2025-11-22 15:11:16.215,98213.734375,98163.6640625,98161.375,98164.453125
2025-11-22 15:11:16.365,98213.6171875,98163.3984375,98161.375,98165.9375
2025-11-22 15:11:16.515,98213.5859375,98163.3984375,98161.265625,98165.7890625
2025-11-22 15:11:16.689,98213.3515625,98163.921875,98161.875,98164.4765625
2025-11-22 15:11:16.843,98213.5625,98163.375,98161.4765625,98164.265625
2025-11-22 15:11:16.995,98213.3828125,98164.1328125,98161.5546875,98165.125
2025-11-22 15:11:17.144,98213.90625,98164.03125,98161.734375,98164.8359375
2025-11-22 15:11:17.293,98213.234375,98164.03125,98161.734375,98164.8359375
2025-11-22 15:11:17.443,98214.5703125,98163.6875,98160.9765625,98164.4609375
2025-11-22 15:11:17.595,98213.875,98163.8984375,98161.1875,98166.125
2025-11-22 15:11:17.765,98213.78125,98164.1640625,98161.421875,98164.8125
2025-11-22 15:11:17.925,98213.7265625,98164.0390625,98161.78125,98164.0390625
2025-11-22 15:11:18.074,98212.9453125,98162.515625,98161.8046875,98164.0234375
2025-11-22 15:11:18.225,98213.3359375,98163.703125,98161.4140625,98165.2109375
2025-11-22 15:11:18.464,98213.4453125,98163.703125,98162.265625,98165.90625
2025-11-22 15:11:18.584,98213.4453125,98163.703125,98162.265625,98165.90625
2025-11-22 15:11:18.795,98213.71875,98163.7890625,98161.5390625,98164.9765625
2025-11-22 15:11:18.944,98213.25,98163.765625,98160.96875,98164.65625
2025-11-22 15:11:19.094,98213.8203125,98163.4921875,98161.8125,98165.015625
2025-11-22 15:11:19.245,98213.703125,98163.09375,98161.5234375,98164.4453125
2025-11-22 15:11:19.395,98213.453125,98162.828125,98161.6484375,98165.921875
2025-11-22 15:11:19.575,98213.9140625,98164.15625,98160.84375,98164.65625
2025-11-22 15:11:19.724,98214.25,98163.609375,98161.0546875,98164.4453125
2025-11-22 15:11:19.874,98213.21875,98164.03125,98161.8046875,98164.7265625
2025-11-22 15:11:20.054,98213.96875,98162.5390625,98160.96875,98165.1328125
2025-11-22 15:11:20.265,98213.9375,98162.734375,98161.9296875,98164.9921875
2025-11-22 15:11:20.415,98213.6484375,98163.3125,98161.734375,98164.7265625
2025-11-22 15:11:20.563,98213.5703125,98164.3984375,98161.9296875,98165.5078125
2025-11-22 15:11:20.714,98213.5234375,98163.21875,98161.8125,98164.921875
2025-11-22 15:11:20.895,98213.5234375,98163.3671875,98162.1015625,98164.9296875
2025-11-22 15:11:21.045,98213.2109375,98163.7265625,98161.734375,98163.734375
2025-11-22 15:11:21.195,98213.734375,98164.078125,98161.453125,98164.359375
2025-11-22 15:11:21.344,98213.21875,98163.953125,98161.84375,98164.609375
2025-11-22 15:11:21.528,98213.0859375,98163.96875,98161.921875,98164.65625
2025-11-22 15:11:21.675,98213.1640625,98163.0078125,98160.9609375,98164.1484375
2025-11-22 15:11:21.825,98213.046875,98163.25,98161.921875,98164.5078125
2025-11-22 15:11:22.006,98213.5625,98163.5,98161.8984375,98164.625
2025-11-22 15:11:22.155,98214.15625,98164.09375,98161.6640625,98164.609375
2025-11-22 15:11:22.305,98213.328125,98163.96875,98161.296875,98164.0859375
2025-11-22 15:11:22.455,98213.078125,98162.890625,98161.8203125,98165.8828125
2025-11-22 15:11:22.606,98213.75,98163.2265625,98161.8203125,98164.5
2025-11-22 15:11:22.755,98213.8671875,98164.0625,98161.3046875,98165.09375
2025-11-22 15:11:22.905,98212.9609375,98164.125,98162.1640625,98164.609375
2025-11-22 15:11:23.055,98213.6640625,98164.0234375,98161.796875,98164.3203125
2025-11-22 15:11:23.235,98212.9765625,98162.8671875,98161.7265625,98164.5078125
2025-11-22 15:11:23.385,98212.484375,98163.9609375,98162.0625,98164.125
2025-11-22 15:11:23.534,98213.2890625,98162.7265625,98161.8515625,98165.671875
2025-11-22 15:11:23.695,98213.828125,98163.0234375,98161.015625,98164.3203125
2025-11-22 15:11:23.835,98213.140625,98162.8046875,98161.2265625,98164.4375
